Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,No,1,Not Graduate,Yes,14919,14412,418,240,1,Rural,Y
Male,Yes,2,Not Graduate,Yes,21534,1579,403,120,0,Rural,N
Male,No,1,Not Graduate,Yes,14942,2732,78,120,0,Urban,N
Female,No,2,Graduate,No,15736,1635,489,360,1,Rural,N
Female,Yes,1,Not Graduate,Yes,22756,1696,279,180,0,Rural,N
Male,Yes,0,Not Graduate,Yes,5681,5302,70,360,0,Rural,N
Male,No,1,Graduate,Yes,21653,8694,150,240,1,Urban,Y
Male,Yes,2,Not Graduate,Yes,12099,4015,458,84,0,Rural,N
Female,No,0,Graduate,No,5240,12372,251,360,1,Urban,Y
Female,Yes,3,Not Graduate,No,5096,5308,424,120,0,Semiurban,N
Female,No,3,Not Graduate,No,2115,3952,212,120,1,Rural,N
Male,Yes,2,Graduate,No,21325,5980,192,84,0,Rural,Y
Female,Yes,0,Graduate,No,20783,9716,322,84,1,Semiurban,Y
Male,No,0,Not Graduate,Yes,7481,12611,222,120,1,Urban,Y
Female,Yes,2,Not Graduate,No,14882,4411,490,180,0,Rural,N
Male,Yes,1,Graduate,No,19379,1498,274,300,0,Rural,N
Male,Yes,3,Not Graduate,No,17087,3974,120,360,0,Rural,N
Male,Yes,0,Not Graduate,Yes,17113,11021,196,84,1,Urban,Y
Male,Yes,0,Not Graduate,Yes,3255,8158,428,84,0,Rural,N
Female,Yes,2,Graduate,No,5600,11464,435,180,0,Semiurban,N
Male,Yes,1,Not Graduate,No,19211,2375,323,360,1,Urban,Y
Male,Yes,2,Graduate,Yes,8321,6468,214,84,1,Urban,N
Female,No,2,Not Graduate,Yes,19829,1658,403,180,0,Urban,N
Female,Yes,3,Graduate,No,17700,2564,58,84,1,Rural,Y
Male,Yes,2,Graduate,Yes,22366,793,351,240,0,Urban,N
Male,Yes,1,Not Graduate,No,20843,9839,264,240,1,Rural,Y
Male,No,2,Graduate,Yes,13651,8829,373,180,0,Urban,N
Female,Yes,1,Graduate,No,12441,11737,182,360,1,Rural,Y
Male,Yes,0,Not Graduate,No,19377,6256,281,120,1,Rural,Y
Female,No,0,Not Graduate,No,24160,11871,214,180,1,Rural,Y
Male,No,1,Not Graduate,No,8856,11641,466,84,0,Rural,N
Female,Yes,3,Graduate,No,20950,6807,60,180,0,Rural,Y
Male,Yes,2,Not Graduate,No,12174,10394,213,360,1,Rural,Y
Male,No,1,Not Graduate,No,4576,7908,56,360,0,Urban,N
Female,No,0,Graduate,No,2983,12491,149,300,1,Urban,Y
Male,Yes,3,Not Graduate,No,10930,4817,460,120,1,Rural,N
Female,No,0,Graduate,Yes,4723,14743,222,360,1,Semiurban,Y
Male,Yes,2,Not Graduate,Yes,19154,12696,311,300,0,Semiurban,Y
Female,No,1,Not Graduate,No,5671,7591,455,360,1,Urban,N
Male,Yes,3,Graduate,Yes,10790,3301,443,300,0,Rural,N
Male,Yes,3,Graduate,Yes,14718,11225,327,84,1,Rural,Y
Female,Yes,1,Not Graduate,No,9672,7345,117,300,1,Semiurban,Y
Male,No,2,Graduate,Yes,12777,3359,144,84,0,Rural,N
Male,Yes,2,Not Graduate,No,13263,6806,118,120,1,Rural,Y
Female,No,2,Not Graduate,No,22634,4555,230,120,0,Urban,N
Female,Yes,1,Graduate,No,5073,12504,271,300,0,Rural,N
Male,Yes,3,Not Graduate,No,23700,9124,102,120,0,Urban,Y
Male,Yes,0,Not Graduate,No,10387,14606,274,360,1,Rural,Y
Male,Yes,1,Graduate,No,13061,2264,453,180,1,Rural,N
Male,Yes,2,Not Graduate,Yes,15975,5501,319,84,1,Rural,Y
Female,Yes,1,Not Graduate,No,19439,13744,453,360,1,Rural,Y
Male,No,0,Not Graduate,Yes,20226,757,361,84,1,Urban,Y
Male,Yes,2,Not Graduate,No,19905,13267,469,180,0,Semiurban,Y
Male,No,3,Graduate,Yes,18330,7901,50,360,1,Semiurban,Y
Male,No,3,Graduate,No,9683,7218,322,360,1,Semiurban,N
Female,No,0,Not Graduate,No,11986,6040,68,240,0,Rural,N
Female,No,3,Graduate,Yes,13986,4682,67,240,0,Rural,N
Female,Yes,3,Not Graduate,No,18843,12200,322,84,0,Semiurban,Y
Male,Yes,2,Not Graduate,No,17169,11508,243,120,1,Urban,Y
Female,No,1,Not Graduate,Yes,22730,1250,360,360,1,Semiurban,Y
Female,No,3,Graduate,Yes,11649,10693,357,120,1,Rural,Y
Male,Yes,0,Not Graduate,Yes,22087,1326,384,360,0,Rural,N
Female,No,3,Graduate,No,14863,13649,470,300,1,Semiurban,Y
Male,No,1,Graduate,No,3419,8070,411,180,1,Urban,N
Male,No,1,Graduate,No,8716,5770,104,300,0,Rural,N
Male,Yes,3,Not Graduate,Yes,22405,10047,390,180,1,Rural,Y
Female,No,2,Graduate,Yes,18310,14403,273,300,0,Semiurban,Y
Female,Yes,3,Graduate,No,7972,13336,122,120,1,Urban,Y
Male,No,3,Not Graduate,Yes,4290,2577,141,120,1,Rural,N
Male,No,1,Not Graduate,Yes,9445,3194,297,120,0,Rural,N
Male,No,1,Graduate,No,12462,3825,182,360,0,Semiurban,N
Male,No,2,Not Graduate,No,24159,6587,87,120,1,Semiurban,Y
Male,No,1,Graduate,Yes,13072,14000,55,240,0,Semiurban,Y
Male,No,2,Graduate,No,11406,4735,386,300,1,Rural,N
Male,Yes,2,Graduate,Yes,18084,8923,189,84,1,Rural,Y
Female,No,1,Graduate,Yes,3428,4093,392,240,0,Urban,N
Female,Yes,1,Not Graduate,Yes,19441,4024,221,180,0,Semiurban,N
Male,No,1,Graduate,Yes,18039,3575,424,360,0,Semiurban,N
Male,Yes,2,Not Graduate,No,11851,11974,427,120,0,Rural,N
Male,No,0,Graduate,Yes,19944,8779,260,240,1,Semiurban,Y
Female,No,0,Graduate,No,20689,2823,400,84,0,Urban,N
Female,Yes,3,Graduate,Yes,17836,13394,360,300,1,Semiurban,Y
Male,No,3,Not Graduate,No,18042,2558,328,84,1,Urban,Y
Male,No,1,Graduate,No,20039,1872,452,240,1,Rural,Y
Female,Yes,1,Graduate,Yes,13279,4166,65,240,1,Urban,Y
Female,No,0,Graduate,Yes,7044,5229,266,360,0,Urban,N
Male,Yes,1,Not Graduate,No,16202,12365,170,180,0,Rural,Y
Male,Yes,0,Not Graduate,No,16478,1154,95,240,0,Urban,N
Female,No,3,Graduate,Yes,11464,12631,302,180,1,Urban,Y
Female,No,1,Graduate,No,24952,13534,119,300,1,Rural,Y
Male,No,1,Graduate,Yes,15352,2777,73,360,0,Rural,N
Male,Yes,2,Not Graduate,Yes,22751,12480,86,300,0,Urban,Y
Male,No,1,Not Graduate,No,11857,2534,238,84,0,Rural,N
Female,No,1,Not Graduate,No,24990,4304,306,360,0,Rural,N
Male,Yes,3,Not Graduate,No,20337,146,412,120,0,Rural,N
Male,No,2,Not Graduate,No,1597,6441,474,240,1,Rural,N
Female,Yes,2,Not Graduate,No,12205,7562,255,84,0,Urban,N
Male,No,3,Not Graduate,No,20120,10672,386,84,1,Urban,Y
Female,Yes,1,Graduate,No,2286,12800,122,84,1,Rural,Y
Male,No,2,Graduate,Yes,21828,1461,257,84,0,Semiurban,N
Male,No,2,Graduate,Yes,6512,8068,242,84,1,Rural,N
Female,No,2,Not Graduate,No,2269,2514,76,120,0,Rural,N
Male,No,1,Graduate,No,15235,5727,312,84,0,Rural,N
Female,No,0,Graduate,Yes,11765,2482,217,84,0,Semiurban,N
Male,No,3,Not Graduate,No,6902,12001,329,360,1,Semiurban,Y
Male,No,0,Graduate,Yes,22672,7497,355,180,0,Semiurban,Y
Female,Yes,3,Graduate,No,4117,10609,147,360,0,Rural,N
Male,Yes,3,Graduate,No,5760,3741,304,180,1,Rural,N
Female,No,3,Graduate,Yes,6756,2827,268,300,1,Rural,N
Male,Yes,2,Not Graduate,No,3090,4617,118,84,1,Semiurban,N
Female,Yes,0,Graduate,Yes,2920,2919,398,120,0,Rural,N
Male,No,2,Not Graduate,Yes,2407,6056,285,360,1,Urban,N
Male,Yes,1,Not Graduate,Yes,3602,13710,141,360,1,Urban,Y
Male,No,1,Graduate,Yes,14922,4500,95,360,1,Rural,Y
Female,Yes,0,Graduate,Yes,21941,355,246,84,0,Rural,N
Female,No,0,Not Graduate,No,20169,13843,425,300,0,Semiurban,Y
Male,Yes,2,Graduate,No,8481,4679,493,84,1,Urban,N
Male,Yes,2,Graduate,No,18564,3258,127,360,1,Urban,Y
Male,Yes,1,Not Graduate,No,7072,6314,315,84,1,Rural,N
Female,Yes,1,Graduate,Yes,2971,12649,96,240,0,Semiurban,N
Female,Yes,3,Graduate,No,22706,6840,290,180,1,Urban,Y
Male,No,3,Graduate,Yes,10547,2489,164,180,0,Urban,N
Female,Yes,0,Graduate,Yes,20417,11360,90,84,1,Semiurban,Y
Male,Yes,2,Not Graduate,Yes,18613,5787,396,84,0,Rural,N
Male,Yes,2,Not Graduate,Yes,14343,14298,379,300,0,Semiurban,Y
Male,Yes,3,Graduate,No,12321,4792,64,240,0,Semiurban,N
Male,Yes,1,Not Graduate,Yes,12096,9561,359,300,1,Rural,Y
Female,No,2,Graduate,No,10687,1238,199,300,1,Urban,N
Female,No,2,Not Graduate,Yes,4477,8306,183,84,1,Rural,Y
Male,Yes,2,Graduate,Yes,20750,10290,161,180,0,Semiurban,Y
Male,No,1,Graduate,Yes,13901,14817,408,360,0,Urban,Y
Female,Yes,3,Not Graduate,Yes,20545,8240,145,240,1,Rural,Y
Female,Yes,2,Graduate,No,1772,5081,391,240,0,Semiurban,N
Female,Yes,0,Graduate,Yes,14663,8152,247,300,0,Rural,N
Male,Yes,0,Graduate,No,2423,5313,399,360,1,Urban,N
Female,Yes,1,Not Graduate,No,21557,3941,109,360,1,Urban,Y
Male,No,0,Graduate,Yes,6495,13626,202,120,0,Semiurban,N
Female,Yes,0,Not Graduate,Yes,2049,5462,304,120,1,Rural,N
Male,Yes,3,Not Graduate,Yes,17101,13839,118,360,1,Urban,Y
Female,Yes,1,Not Graduate,Yes,16422,5401,194,360,0,Rural,N
Female,No,3,Not Graduate,Yes,12185,11228,179,300,1,Urban,Y
Female,No,3,Graduate,No,4566,6657,369,360,0,Urban,N
Female,Yes,3,Not Graduate,No,7960,14427,264,360,0,Semiurban,N
Female,Yes,2,Not Graduate,Yes,12342,11339,248,120,1,Semiurban,Y
Male,Yes,3,Graduate,Yes,23550,8311,340,360,0,Urban,Y
Female,No,0,Not Graduate,No,21586,6598,242,240,1,Urban,Y
Female,No,3,Not Graduate,Yes,21623,11921,148,84,1,Rural,Y
Female,No,0,Not Graduate,No,20482,12532,160,300,1,Urban,Y
Female,Yes,0,Graduate,Yes,9627,7125,313,240,0,Semiurban,N
Male,Yes,3,Graduate,No,4652,10931,497,180,1,Urban,N
Male,Yes,2,Graduate,Yes,20287,509,455,300,1,Urban,Y
Male,No,1,Graduate,Yes,17106,7196,484,84,0,Urban,N
Male,No,3,Graduate,No,4442,6554,254,84,0,Rural,N
Female,Yes,1,Graduate,No,3669,1973,323,300,0,Rural,N
Male,No,2,Graduate,Yes,9677,13451,192,180,1,Semiurban,Y
Female,No,1,Graduate,No,19523,13483,313,180,0,Semiurban,Y
Male,Yes,3,Graduate,Yes,7886,12719,277,300,1,Urban,Y
Male,No,2,Not Graduate,No,9479,5972,376,120,1,Rural,N
Female,Yes,2,Graduate,No,22316,3244,244,300,0,Urban,N
Female,Yes,2,Not Graduate,Yes,12212,13025,389,360,0,Urban,N
Male,No,2,Not Graduate,No,23201,9378,90,360,1,Semiurban,Y
Male,Yes,2,Graduate,Yes,7431,11198,439,120,1,Semiurban,Y
Female,No,0,Not Graduate,Yes,16419,10285,83,360,0,Rural,Y
Female,Yes,3,Graduate,Yes,15600,1931,450,300,0,Urban,N
Male,No,1,Not Graduate,Yes,19565,11055,379,300,1,Urban,Y
Female,Yes,0,Graduate,No,7334,4213,438,84,1,Urban,N
Male,Yes,3,Not Graduate,No,3120,5454,220,360,1,Urban,N
Female,No,0,Graduate,Yes,23450,6150,275,180,0,Rural,N
Female,Yes,1,Graduate,Yes,3409,1333,274,300,0,Urban,N
Female,Yes,1,Graduate,No,23627,13278,489,240,0,Urban,Y
Female,Yes,3,Graduate,Yes,10857,8605,310,120,0,Semiurban,N
Female,Yes,3,Not Graduate,No,2659,11614,90,120,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,15734,10668,295,360,0,Rural,N
Female,Yes,1,Graduate,Yes,5541,2634,431,360,1,Rural,N
Female,No,2,Not Graduate,Yes,5645,2477,335,360,1,Semiurban,N
Male,No,3,Graduate,Yes,2155,13561,373,120,0,Urban,N
Female,No,0,Graduate,No,4953,14389,79,84,1,Urban,Y
Female,No,3,Not Graduate,No,11969,7524,277,120,0,Rural,N
Male,Yes,3,Not Graduate,Yes,22928,5189,451,240,1,Urban,Y
Male,Yes,1,Not Graduate,No,16905,7318,240,300,0,Semiurban,N
Male,Yes,2,Not Graduate,Yes,8938,13451,260,180,1,Semiurban,Y
Female,No,3,Graduate,Yes,10142,5227,239,120,0,Semiurban,N
Male,Yes,0,Not Graduate,No,15373,10746,337,300,1,Urban,Y
Male,No,3,Graduate,Yes,22420,3859,430,240,1,Rural,Y
Male,Yes,1,Graduate,No,7943,9914,365,180,0,Rural,N
Male,Yes,3,Graduate,No,16043,2892,397,120,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,24932,1697,145,84,0,Rural,Y
Male,No,0,Not Graduate,No,3789,14851,112,180,0,Urban,N
Female,No,1,Graduate,No,5840,11730,433,120,0,Urban,N
Female,Yes,1,Graduate,No,14364,7117,162,240,1,Rural,Y
Female,Yes,2,Not Graduate,Yes,14459,6318,108,84,0,Semiurban,N
Male,No,2,Graduate,No,12434,13210,80,240,0,Rural,Y
Female,Yes,3,Graduate,No,18090,985,224,300,0,Semiurban,N
Male,Yes,2,Graduate,Yes,24505,11998,331,180,1,Rural,Y
Female,Yes,0,Graduate,Yes,18718,4055,354,240,1,Semiurban,Y
Male,Yes,1,Graduate,Yes,7130,8395,279,120,1,Urban,N
Male,Yes,3,Graduate,Yes,22581,13659,244,84,1,Semiurban,Y
Male,Yes,3,Graduate,Yes,22508,3718,122,300,1,Semiurban,Y
Male,Yes,2,Graduate,No,5972,13473,189,120,1,Semiurban,Y
Male,No,2,Graduate,Yes,6164,4156,99,240,0,Semiurban,N
Female,No,3,Graduate,No,23464,8087,169,84,1,Urban,Y
Female,No,0,Not Graduate,Yes,11439,3901,360,360,0,Rural,N
Female,No,3,Not Graduate,No,12857,5231,314,84,0,Semiurban,N
Male,Yes,0,Graduate,Yes,5280,5031,87,360,1,Semiurban,N
Female,No,3,Not Graduate,Yes,11855,3648,118,360,1,Urban,Y
Male,No,3,Not Graduate,No,15326,14815,105,240,0,Rural,Y
Female,Yes,0,Graduate,No,21565,11938,130,240,1,Urban,Y
Male,No,0,Not Graduate,No,9195,8946,465,240,0,Semiurban,N
Female,Yes,0,Not Graduate,Yes,6879,4051,113,360,1,Semiurban,N
Male,Yes,1,Not Graduate,Yes,9758,4166,237,240,1,Urban,N
Male,Yes,2,Graduate,No,16341,6786,262,84,0,Urban,N
Female,No,2,Not Graduate,Yes,6271,7460,410,240,0,Rural,N
Male,Yes,0,Graduate,No,16764,10640,384,84,0,Rural,N
Male,No,0,Graduate,No,15964,893,484,300,0,Semiurban,N
Female,No,0,Not Graduate,Yes,5701,8026,418,300,0,Semiurban,N
Female,Yes,3,Graduate,No,15561,11473,415,240,1,Urban,Y
Male,No,0,Graduate,No,10108,3364,308,180,0,Urban,N
Female,Yes,0,Not Graduate,Yes,9023,1085,117,180,0,Semiurban,N
Male,Yes,2,Graduate,Yes,11463,11190,68,240,1,Rural,Y
Female,Yes,1,Not Graduate,Yes,2323,5358,406,84,1,Urban,N
Female,Yes,0,Not Graduate,No,9501,14041,273,300,0,Semiurban,N
Male,Yes,2,Not Graduate,No,13386,2042,355,180,1,Semiurban,N
Female,Yes,3,Graduate,No,8690,8655,480,84,1,Urban,Y
Female,Yes,0,Graduate,No,8000,6690,477,360,0,Semiurban,N
Male,No,3,Graduate,No,17099,12369,182,240,0,Urban,Y
Female,No,2,Not Graduate,Yes,18291,11441,499,120,0,Rural,Y
Male,No,1,Graduate,No,22117,3027,122,84,1,Rural,Y
Male,Yes,1,Not Graduate,No,16528,26,175,360,1,Rural,Y
Male,No,0,Graduate,No,19708,12327,441,360,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,13717,12301,164,240,1,Urban,Y
Male,No,2,Not Graduate,Yes,20229,9988,383,300,0,Rural,Y
Female,No,1,Not Graduate,No,8619,3236,290,300,1,Urban,N
Male,Yes,2,Graduate,Yes,20770,168,344,180,0,Semiurban,N
Male,No,2,Not Graduate,Yes,17471,1712,479,360,1,Urban,Y
Female,Yes,2,Not Graduate,No,14763,6207,171,360,1,Rural,Y
Male,No,0,Not Graduate,No,17135,8275,120,180,0,Semiurban,Y
Male,No,0,Not Graduate,Yes,10993,2570,53,300,0,Semiurban,N
Female,Yes,3,Graduate,No,11179,7472,90,84,0,Rural,N
Female,Yes,3,Graduate,No,9923,3774,154,300,1,Urban,Y
Male,Yes,2,Graduate,Yes,19714,5160,65,120,1,Rural,Y
Female,Yes,3,Graduate,Yes,4415,4971,181,300,1,Semiurban,N
Female,Yes,1,Graduate,No,4235,8102,335,300,0,Semiurban,N
Male,Yes,0,Graduate,Yes,22858,10328,313,84,1,Urban,Y
Female,Yes,0,Graduate,Yes,1635,8738,176,300,0,Rural,N
Male,No,2,Not Graduate,Yes,23358,14741,258,120,1,Urban,Y
Female,Yes,0,Not Graduate,Yes,5528,1671,276,120,0,Urban,N
Male,No,1,Graduate,Yes,6384,13810,104,300,0,Urban,N
Female,No,0,Graduate,No,19628,2353,292,300,0,Semiurban,N
Male,Yes,0,Not Graduate,No,14665,4498,304,120,0,Semiurban,N
Female,No,3,Not Graduate,No,4920,10781,251,240,0,Semiurban,N
Male,Yes,0,Not Graduate,Yes,6426,9812,498,120,1,Rural,N
Female,Yes,0,Graduate,No,6618,10431,314,360,0,Urban,N
Female,No,1,Graduate,Yes,20936,4591,346,360,1,Semiurban,Y
Male,No,1,Not Graduate,No,21036,3827,236,360,1,Rural,Y
Male,Yes,1,Not Graduate,No,11988,156,297,300,0,Semiurban,N
Male,Yes,2,Not Graduate,No,12020,6919,361,360,1,Semiurban,Y
Female,Yes,3,Graduate,Yes,22401,2427,495,84,0,Semiurban,N
Male,No,0,Graduate,No,6623,14239,166,84,1,Rural,Y
Male,No,2,Not Graduate,Yes,4169,8500,337,360,0,Urban,N
Female,No,2,Graduate,Yes,10657,12183,69,240,1,Semiurban,Y
Female,Yes,1,Not Graduate,Yes,4109,11470,398,84,1,Rural,N
Female,Yes,0,Not Graduate,No,16579,10189,267,84,0,Semiurban,N
Male,Yes,3,Graduate,Yes,7440,14269,374,84,0,Urban,N
Female,Yes,0,Graduate,No,10944,12509,414,120,1,Urban,Y
Male,Yes,1,Not Graduate,No,19865,3316,384,240,0,Rural,N
Female,Yes,2,Graduate,Yes,10008,12025,326,120,1,Urban,Y
Male,No,0,Not Graduate,Yes,9590,10737,163,300,1,Rural,Y
Male,No,1,Not Graduate,No,1777,3045,125,240,0,Rural,N
Female,Yes,2,Not Graduate,Yes,19822,12655,486,300,1,Rural,Y
Male,Yes,3,Not Graduate,Yes,20836,13316,344,84,0,Semiurban,Y
Female,Yes,0,Graduate,Yes,22235,14128,487,180,0,Rural,Y
Female,Yes,2,Graduate,No,11328,3039,264,84,1,Semiurban,N
Male,No,3,Graduate,No,18963,10091,145,120,1,Rural,Y
Female,Yes,2,Graduate,Yes,10152,8509,457,240,1,Semiurban,Y
Male,Yes,0,Not Graduate,Yes,2108,3972,360,240,0,Urban,N
Female,Yes,3,Graduate,Yes,14378,10234,442,360,1,Semiurban,Y
Male,No,1,Not Graduate,No,2010,13091,244,84,0,Semiurban,N
Male,No,1,Not Graduate,No,8278,14045,383,84,1,Rural,Y
Male,Yes,1,Graduate,No,2900,10763,291,240,0,Semiurban,N
Female,No,0,Graduate,Yes,12199,6819,280,84,0,Urban,N
Female,Yes,0,Graduate,No,2358,2803,90,240,1,Rural,N
Male,Yes,0,Not Graduate,No,20053,4613,211,240,1,Semiurban,Y
Female,No,3,Not Graduate,Yes,6476,12819,351,300,1,Rural,Y
Female,No,0,Graduate,No,9394,10650,461,180,1,Rural,Y
Female,Yes,2,Graduate,No,20591,10845,80,240,0,Urban,Y
Male,Yes,1,Graduate,No,9434,4245,416,180,1,Urban,N
Male,Yes,0,Graduate,Yes,6142,6814,161,360,1,Rural,Y
Male,No,3,Graduate,No,14701,9744,319,240,1,Semiurban,Y
Female,Yes,2,Not Graduate,No,24709,13487,124,180,0,Semiurban,Y
Female,No,2,Not Graduate,Yes,3766,6287,110,180,1,Urban,N
Male,No,2,Graduate,No,10102,532,100,360,1,Semiurban,N
Female,No,3,Not Graduate,Yes,6721,4429,286,300,0,Rural,N
Male,Yes,0,Graduate,Yes,19493,13367,494,180,1,Rural,Y
Female,Yes,3,Not Graduate,No,19624,3719,129,84,1,Semiurban,Y
Male,No,1,Graduate,Yes,4924,161,173,300,0,Semiurban,N
Female,Yes,0,Graduate,Yes,3583,2551,476,240,1,Rural,N
Female,No,2,Graduate,No,10099,13814,229,360,0,Semiurban,N
Female,No,0,Not Graduate,Yes,6829,3412,383,300,0,Rural,N
Male,No,1,Not Graduate,Yes,11142,13519,200,180,1,Urban,Y
Female,Yes,0,Graduate,No,22945,2528,171,84,1,Urban,Y
Female,No,2,Graduate,Yes,7927,6557,367,180,1,Rural,N
Female,No,3,Graduate,No,3124,13937,266,360,0,Urban,N
Male,Yes,0,Not Graduate,Yes,13303,6812,196,180,0,Semiurban,N
Male,No,2,Not Graduate,Yes,1878,6575,100,180,0,Semiurban,N
Female,No,3,Not Graduate,Yes,20582,14292,150,300,1,Rural,Y
Female,Yes,0,Graduate,Yes,3910,8879,497,240,1,Urban,N
Female,Yes,0,Graduate,No,21046,11997,302,180,0,Urban,Y
Male,No,1,Graduate,No,15794,7557,179,180,1,Rural,Y
Female,No,1,Graduate,Yes,20813,6972,407,180,1,Rural,Y
Male,No,2,Graduate,No,3256,3647,465,360,0,Semiurban,N
Male,No,1,Graduate,Yes,9357,1586,271,300,0,Urban,N
Male,No,0,Graduate,No,17545,14605,415,300,1,Urban,Y
Female,Yes,1,Graduate,Yes,14987,4231,374,84,0,Semiurban,N
Male,No,2,Graduate,No,6203,11371,236,300,1,Rural,Y
Male,Yes,3,Not Graduate,Yes,7900,7703,359,180,1,Urban,N
Female,No,2,Not Graduate,No,4524,12658,423,360,1,Rural,Y
Male,Yes,1,Not Graduate,Yes,2477,9817,451,300,1,Urban,N
Female,No,2,Not Graduate,No,1681,14324,492,240,1,Semiurban,Y
Male,Yes,1,Graduate,Yes,1541,13814,125,300,1,Rural,Y
Female,No,1,Not Graduate,Yes,17226,14225,265,240,0,Rural,Y
Male,Yes,1,Not Graduate,Yes,19265,7743,363,360,0,Rural,N
Male,No,1,Not Graduate,No,17851,9409,186,84,1,Rural,Y
Male,No,0,Not Graduate,No,9725,1704,476,360,1,Semiurban,N
Male,No,2,Graduate,Yes,18554,9951,286,360,0,Rural,N
Female,Yes,1,Graduate,No,5944,4263,358,240,0,Urban,N
Male,Yes,3,Not Graduate,Yes,24515,9505,256,360,1,Urban,Y
Male,No,0,Not Graduate,Yes,9808,10563,386,300,1,Rural,Y
Female,No,2,Graduate,No,18569,14442,96,300,1,Urban,Y
Female,No,3,Not Graduate,Yes,4407,11744,333,360,1,Rural,Y
Male,No,3,Not Graduate,Yes,6876,8049,491,360,1,Rural,N
Female,Yes,3,Graduate,Yes,9852,5184,239,120,0,Semiurban,N
Male,No,0,Graduate,No,1771,4986,175,240,1,Semiurban,N
Male,Yes,3,Not Graduate,No,11257,14142,430,180,1,Semiurban,Y
Female,Yes,0,Graduate,No,2614,3431,211,84,1,Semiurban,N
Male,No,1,Graduate,No,3443,12565,490,180,0,Urban,N
Male,Yes,3,Graduate,No,20137,4019,81,180,1,Semiurban,Y
Female,Yes,0,Not Graduate,Yes,10920,4116,495,300,1,Rural,N
Female,No,1,Not Graduate,Yes,19948,6105,81,120,0,Urban,Y
Female,No,1,Graduate,Yes,10590,3190,490,180,1,Urban,N
Male,Yes,2,Graduate,Yes,23962,11138,351,120,1,Urban,Y
Male,No,2,Not Graduate,Yes,20558,310,231,240,0,Urban,N
Female,Yes,0,Not Graduate,Yes,21041,3362,54,300,0,Rural,Y
Male,No,1,Graduate,No,21846,5608,152,240,0,Semiurban,Y
Male,Yes,0,Not Graduate,No,20692,14947,439,120,0,Urban,Y
Female,Yes,1,Not Graduate,Yes,6496,4746,304,180,0,Urban,N
Female,No,2,Graduate,No,4196,8392,405,180,0,Urban,N
Male,Yes,1,Not Graduate,Yes,15472,1838,313,180,1,Rural,N
Female,Yes,1,Not Graduate,Yes,17132,3122,64,360,1,Urban,Y
Female,Yes,0,Not Graduate,Yes,12042,4633,450,120,0,Urban,N
Male,No,0,Graduate,Yes,13147,5544,182,84,0,Urban,N
Male,No,0,Graduate,Yes,4271,3242,483,180,1,Urban,N
Male,Yes,3,Not Graduate,Yes,2368,6971,242,300,0,Semiurban,N
Female,Yes,0,Not Graduate,Yes,22679,14061,441,120,0,Rural,Y
Male,Yes,2,Graduate,Yes,23878,3394,434,300,0,Urban,N
Female,No,3,Graduate,No,19286,7625,271,300,1,Semiurban,Y
Male,No,0,Not Graduate,No,14690,10589,475,300,1,Semiurban,Y
Male,No,1,Graduate,No,10445,1466,136,84,0,Semiurban,N
Female,No,0,Not Graduate,No,6876,7663,146,240,0,Rural,N
Male,No,0,Graduate,No,5248,9454,250,84,0,Semiurban,N
Female,Yes,3,Not Graduate,Yes,21739,7231,92,300,1,Urban,Y
Male,No,1,Graduate,No,21395,8087,354,300,1,Urban,Y
Female,Yes,3,Not Graduate,Yes,5876,12587,403,84,0,Rural,N
Male,No,2,Not Graduate,Yes,2945,8502,161,240,1,Semiurban,Y
Male,Yes,3,Graduate,No,17061,2417,120,360,0,Rural,N
Female,No,0,Graduate,No,9429,9373,267,84,0,Rural,N
Female,Yes,0,Graduate,Yes,17441,1463,279,84,0,Urban,N
Male,No,1,Not Graduate,Yes,16325,12016,182,180,0,Urban,Y
Male,Yes,0,Not Graduate,Yes,12821,1899,85,120,0,Semiurban,N
Male,Yes,2,Graduate,Yes,1930,5345,229,84,0,Rural,N
Female,Yes,1,Not Graduate,No,6327,2977,142,180,1,Rural,N
Female,No,3,Graduate,Yes,19410,4797,346,120,0,Urban,N
Female,Yes,0,Not Graduate,No,2946,4806,356,360,0,Urban,N
Male,Yes,0,Not Graduate,Yes,1652,3797,423,360,1,Semiurban,N
Male,Yes,1,Not Graduate,No,14503,12108,200,84,0,Rural,N
Female,No,0,Graduate,Yes,7498,7816,272,360,0,Rural,N
Female,Yes,0,Not Graduate,No,22550,10192,87,84,1,Rural,Y
Male,Yes,1,Not Graduate,Yes,7358,7006,317,120,0,Urban,N
Female,Yes,0,Not Graduate,Yes,16964,3516,327,180,0,Urban,N
Female,No,2,Not Graduate,Yes,13017,6452,320,300,1,Semiurban,Y
Female,Yes,3,Not Graduate,Yes,11450,8785,312,300,1,Urban,Y
Female,Yes,3,Not Graduate,Yes,20593,2599,70,180,1,Rural,Y
Female,Yes,3,Graduate,No,10194,4236,115,300,0,Rural,N
Male,No,1,Graduate,No,17675,6081,363,240,0,Semiurban,N
Female,Yes,3,Graduate,No,15714,6683,448,360,0,Semiurban,N
Male,Yes,1,Graduate,Yes,3835,4565,270,120,1,Rural,N
